generation,best_fitness,min_fitness,max_fitness,mean_fitness,std_fitness,gene_0,gene_1,gene_2,gene_3,gene_4,gene_5
515,5.30776,5.30777,120.403,8.04812,8.4443,-772.482,177.987,415.038,52.9473,1040,4574.42
516,5.30776,5.30776,241.984,8.38271,14.6699,-772.482,177.987,415.038,52.9473,1040,4574.42
517,5.30776,5.30776,67.0632,7.92748,6.55521,-772.482,177.987,415.038,52.9473,1040,4574.42
518,5.30776,5.30776,72.2841,7.98619,6.64673,-772.482,177.987,415.038,52.9473,1040,4574.42
519,5.30776,5.30776,162.739,8.37026,10.957,-772.482,177.987,415.038,52.9473,1040,4574.42
520,5.30776,5.30776,55.5819,8.13391,6.78359,-772.482,177.987,415.038,52.9473,1040,4574.42
521,5.30776,5.30776,57.8089,7.71431,6.1317,-772.482,177.987,415.038,52.9473,1040,4574.42
522,5.30776,5.30776,48.2532,7.63328,5.49899,-772.482,177.987,415.038,52.9473,1040,4574.42
523,5.30776,5.30776,42.5614,7.77853,5.48695,-772.482,177.987,415.038,52.9473,1040,4574.42
524,5.30776,5.30776,47.3346,7.56621,5.3151,-772.482,177.987,415.038,52.9473,1040,4574.42
525,5.30775,5.30775,43.9746,7.52066,4.89437,-772.482,177.987,415.038,52.9473,1040,4574.42
526,5.30775,5.30776,41.1433,7.42454,4.87518,-772.482,177.987,415.038,52.9473,1040,4574.42
527,5.30775,5.30775,55.7463,7.69447,5.95367,-772.483,177.987,415.037,52.9473,1040,4574.41
528,5.30775,5.30776,57.417,7.45712,5.30362,-772.483,177.987,415.037,52.9473,1040,4574.41
529,5.30775,5.30777,36.6551,7.38534,4.33472,-772.483,177.987,415.037,52.9473,1040,4574.41
530,5.30775,5.30777,55.2572,7.49857,5.31335,-772.483,177.987,415.037,52.9473,1040,4574.41
531,5.30756,5.30756,43.2982,7.61143,4.82224,-772.31,177.826,415.023,52.9469,1039.86,4574.36
532,5.30756,5.30826,64.3573,7.92144,5.67496,-772.31,177.826,415.023,52.9469,1039.86,4574.36
533,5.30756,5.30765,71.3126,7.83004,6.40302,-772.31,177.826,415.023,52.9469,1039.86,4574.36
534,5.30751,5.30751,42.4472,7.82865,4.92679,-772.385,177.897,415.03,52.9472,1040,4574.39
535,5.30751,5.30867,53.3482,7.80069,5.9939,-772.385,177.897,415.03,52.9472,1040,4574.39
536,5.30751,5.30958,47.2754,7.35978,4.84422,-772.385,177.897,415.03,52.9472,1040,4574.39
537,5.30751,5.30771,64.7976,7.5337,5.77049,-772.385,177.897,415.03,52.9472,1040,4574.39
538,5.30751,5.30792,89.2482,7.7167,6.22061,-772.385,177.897,415.03,52.9472,1040,4574.39
539,5.30751,5.30866,62.8513,7.90174,5.84342,-772.385,177.897,415.03,52.9472,1040,4574.39
540,5.30751,5.30791,53.3681,7.89927,5.8186,-772.385,177.897,415.03,52.9472,1040,4574.39
541,5.30751,5.30889,38.7491,7.51165,4.80742,-772.385,177.897,415.03,52.9472,1040,4574.39
542,5.30751,5.30817,55.5793,7.89487,6.36017,-772.385,177.897,415.03,52.9472,1040,4574.39
543,5.30751,5.30781,37.1533,7.87264,5.11945,-772.385,177.897,415.03,52.9472,1040,4574.39
544,5.30751,5.30897,48.0408,8.01679,5.69399,-772.385,177.897,415.03,52.9472,1040,4574.39
545,5.30751,5.30857,52.0957,8.03449,6.07012,-772.385,177.897,415.03,52.9472,1040,4574.39
546,5.30751,5.30855,50.0229,7.87541,5.89796,-772.385,177.897,415.03,52.9472,1040,4574.39
547,5.30751,5.30767,53.012,7.92182,6.46401,-772.385,177.897,415.03,52.9472,1040,4574.39
548,5.30751,5.30862,217.686,8.6421,13.489,-772.385,177.897,415.03,52.9472,1040,4574.39
549,5.30751,5.30793,68.1106,7.98058,6.60956,-772.385,177.897,415.03,52.9472,1040,4574.39
550,5.30751,5.30828,61.321,7.81125,5.77892,-772.385,177.897,415.03,52.9472,1040,4574.39
551,5.30751,5.30756,70.98,7.71881,6.52783,-772.385,177.897,415.03,52.9472,1040,4574.39
552,5.30751,5.30779,66.8389,7.76618,6.70406,-772.385,177.897,415.03,52.9472,1040,4574.39
553,5.30751,5.30858,56.0752,7.80861,6.27249,-772.385,177.897,415.03,52.9472,1040,4574.39
554,5.30751,5.30776,56.0789,7.52749,5.55627,-772.385,177.897,415.03,52.9472,1040,4574.39
555,5.30751,5.30769,46.2933,7.57172,5.2632,-772.385,177.897,415.03,52.9472,1040,4574.39
556,5.30751,5.3079,41.8911,7.49166,4.69051,-772.385,177.897,415.03,52.9472,1040,4574.39
557,5.30751,5.30882,42.4121,7.64688,5.25692,-772.385,177.897,415.03,52.9472,1040,4574.39
558,5.30751,5.30803,63.3076,7.34381,5.04074,-772.385,177.897,415.03,52.9472,1040,4574.39
559,5.30751,5.30756,48.4024,7.55519,5.1048,-772.385,177.897,415.03,52.9472,1040,4574.39
560,5.30751,5.30766,199.332,7.93729,11.861,-772.385,177.897,415.03,52.9472,1040,4574.39
561,5.30751,5.30764,44.1535,7.65396,5.42693,-772.385,177.897,415.03,52.9472,1040,4574.39
562,5.3075,5.3075,53.052,8.10095,6.42976,-772.401,177.916,415.027,52.9472,1040,4574.41
563,5.3075,5.30769,45.6711,7.88981,5.40829,-772.401,177.916,415.027,52.9472,1040,4574.41
564,5.3075,5.3081,43.3023,7.83984,5.85332,-772.401,177.916,415.027,52.9472,1040,4574.41
565,5.3075,5.30833,50.0317,7.68639,5.87568,-772.401,177.916,415.027,52.9472,1040,4574.41
566,5.3075,5.3082,66.8381,7.91568,7.22716,-772.401,177.916,415.027,52.9472,1040,4574.41
567,5.3075,5.30786,42.0347,7.62589,5.15693,-772.401,177.916,415.027,52.9472,1040,4574.41
568,5.3075,5.30802,50.8591,7.66526,5.57647,-772.401,177.916,415.027,52.9472,1040,4574.41
569,5.3075,5.30771,51.5648,7.41742,4.94692,-772.401,177.916,415.027,52.9472,1040,4574.41
570,5.3075,5.30845,46.2435,7.93909,5.4566,-772.401,177.916,415.027,52.9472,1040,4574.41
571,5.3075,5.30768,40.0315,7.95008,5.48197,-772.401,177.916,415.027,52.9472,1040,4574.41
572,5.3075,5.30796,57.3805,7.59383,5.8767,-772.401,177.916,415.027,52.9472,1040,4574.41
573,5.3075,5.30759,64.9696,7.78528,6.21195,-772.401,177.916,415.027,52.9472,1040,4574.41
574,5.3075,5.30822,39.3618,7.37465,4.88435,-772.401,177.916,415.027,52.9472,1040,4574.41
575,5.3075,5.30865,35.9715,7.43489,4.52324,-772.401,177.916,415.027,52.9472,1040,4574.41
576,5.3075,5.30796,48.0642,7.53038,5.2295,-772.401,177.916,415.027,52.9472,1040,4574.41
577,5.3075,5.30795,47.7648,7.62601,5.45919,-772.401,177.916,415.027,52.9472,1040,4574.41
578,5.3075,5.30788,55.3393,7.31762,4.89759,-772.401,177.916,415.027,52.9472,1040,4574.41
579,5.3075,5.30793,56.9554,7.78229,6.18362,-772.401,177.916,415.027,52.9472,1040,4574.41
580,5.3075,5.30772,52.9244,7.37075,4.89775,-772.401,177.916,415.027,52.9472,1040,4574.41
581,5.3075,5.30788,49.0324,7.68718,6.05236,-772.401,177.916,415.027,52.9472,1040,4574.41
582,5.3075,5.30766,58.829,7.42399,5.41931,-772.401,177.916,415.027,52.9472,1040,4574.41
583,5.3075,5.30758,53.6832,7.37484,5.06741,-772.401,177.916,415.027,52.9472,1040,4574.41
584,5.3075,5.30767,92.055,7.5106,6.4124,-772.401,177.916,415.027,52.9472,1040,4574.41
585,5.3075,5.30799,39.5827,7.17481,4.47522,-772.401,177.916,415.027,52.9472,1040,4574.41
586,5.3075,5.30763,203.529,7.94196,12.0803,-772.401,177.916,415.027,52.9472,1040,4574.41
587,5.3075,5.30782,46.0385,7.0092,3.92319,-772.401,177.916,415.027,52.9472,1040,4574.41
588,5.3075,5.30764,50.0585,7.22903,4.57092,-772.401,177.916,415.027,52.9472,1040,4574.41
589,5.3075,5.30773,242,7.98462,14.1565,-772.401,177.916,415.027,52.9472,1040,4574.41
590,5.3075,5.30766,30.4214,6.95806,3.55185,-772.401,177.916,415.027,52.9472,1040,4574.41
591,5.3075,5.30756,57.0115,7.35087,5.09782,-772.401,177.916,415.027,52.9472,1040,4574.41
592,5.3075,5.3076,30.5078,6.99241,3.69828,-772.401,177.916,415.027,52.9472,1040,4574.41
593,5.3075,5.30755,47.5502,7.61076,5.63425,-772.401,177.916,415.027,52.9472,1040,4574.41
594,5.3075,5.30767,28.8213,7.05415,3.79371,-772.401,177.916,415.027,52.9472,1040,4574.41
595,5.3075,5.30752,38.3316,7.62399,5.05097,-772.401,177.916,415.027,52.9472,1040,4574.41
596,5.30749,5.30749,27.7951,7.29619,4.2327,-772.375,177.886,415.031,52.9465,1039.97,4574.38
597,5.30747,5.30747,26.9261,7.12284,3.84281,-772.375,177.887,415.03,52.9467,1039.98,4574.38
598,5.30747,5.3078,56.757,7.32031,4.96018,-772.375,177.887,415.03,52.9467,1039.98,4574.38
599,5.30747,5.30803,34.9279,7.32138,4.61668,-772.375,177.887,415.03,52.9467,1039.98,4574.38
600,5.30747,5.30757,37.8485,7.35517,4.68751,-772.375,177.887,415.03,52.9467,1039.98,4574.38
601,5.30747,5.3076,50.1959,7.06716,4.2608,-772.375,177.887,415.03,52.9467,1039.98,4574.38
602,5.30747,5.30797,54.3244,7.12242,4.49696,-772.375,177.887,415.03,52.9467,1039.98,4574.38
603,5.30747,5.30805,48.4722,7.13998,4.93087,-772.375,177.887,415.03,52.9467,1039.98,4574.38
604,5.30747,5.30757,49.013,7.39245,4.7778,-772.375,177.887,415.03,52.9467,1039.98,4574.38
605,5.30747,5.30771,41.1355,7.36722,4.56589,-772.375,177.887,415.03,52.9467,1039.98,4574.38
606,5.30747,5.3076,39.2139,7.23629,4.4992,-772.375,177.887,415.03,52.9467,1039.98,4574.38
607,5.30747,5.30748,37.3313,7.13969,4.2273,-772.375,177.887,415.03,52.9467,1039.98,4574.38
608,5.30747,5.30748,27.8252,7.13562,4.11251,-772.375,177.887,415.03,52.9467,1039.98,4574.38
609,5.30747,5.30755,44.5183,7.41436,4.81718,-772.375,177.887,415.03,52.9467,1039.98,4574.38
610,5.30746,5.30746,47.0768,7.16155,4.62829,-772.372,177.843,415.07,52.948,1039.98,4574.35
611,5.30746,5.30768,60.286,7.34892,5.57636,-772.372,177.843,415.07,52.948,1039.98,4574.35
612,5.30746,5.30765,34.8072,7.02629,3.72928,-772.372,177.843,415.07,52.948,1039.98,4574.35
613,5.30743,5.30743,63.0233,7.25142,5.18249,-772.329,177.824,415.048,52.947,1040.02,4574.22
614,5.30743,5.30852,51.192,7.41158,5.28051,-772.329,177.824,415.048,52.947,1040.02,4574.22
615,5.30743,5.30743,66.0485,7.72977,6.53846,-772.329,177.824,415.048,52.947,1040.02,4574.22
616,5.30743,5.30755,33.6196,6.96567,3.90454,-772.329,177.824,415.048,52.947,1040.02,4574.22
617,5.30743,5.3083,60.4044,7.34123,5.21287,-772.329,177.824,415.048,52.947,1040.02,4574.22
618,5.30743,5.30822,57.0206,7.46171,5.58557,-772.329,177.824,415.048,52.947,1040.02,4574.22
619,5.30743,5.30779,133.981,7.76686,9.48047,-772.329,177.824,415.048,52.947,1040.02,4574.22
620,5.30743,5.30788,68.0845,7.06146,5.08484,-772.329,177.824,415.048,52.947,1040.02,4574.22
621,5.30742,5.30742,66.4687,7.04211,5.67802,-772.381,177.864,415.059,52.9473,1040.01,4574.29
622,5.30742,5.30785,66.2108,7.08744,5.18333,-772.381,177.864,415.059,52.9473,1040.01,4574.29
623,5.30742,5.3079,100.621,7.39128,6.98485,-772.381,177.864,415.059,52.9473,1040.01,4574.29
624,5.30742,5.30757,125.507,7.28714,8.05669,-772.381,177.864,415.059,52.9473,1040.01,4574.29
625,5.30742,5.30814,70.8267,7.30202,5.46252,-772.381,177.864,415.059,52.9473,1040.01,4574.29
626,5.30742,5.30752,139.149,7.22631,8.64563,-772.381,177.864,415.059,52.9473,1040.01,4574.29
627,5.30742,5.30813,204.627,7.67009,12.1602,-772.381,177.864,415.059,52.9473,1040.01,4574.29
628,5.30742,5.3078,140.589,7.76392,9.58877,-772.381,177.864,415.059,52.9473,1040.01,4574.29
629,5.30742,5.30794,46.8982,7.20771,4.85531,-772.381,177.864,415.059,52.9473,1040.01,4574.29
630,5.30742,5.30761,56.0983,7.63402,6.51302,-772.381,177.864,415.059,52.9473,1040.01,4574.29
631,5.30742,5.30762,45.1517,7.28239,4.71318,-772.381,177.864,415.059,52.9473,1040.01,4574.29
632,5.30742,5.30757,67.3465,7.48988,6.535,-772.381,177.864,415.059,52.9473,1040.01,4574.29
633,5.30742,5.30751,45.0917,7.21289,4.4297,-772.381,177.864,415.059,52.9473,1040.01,4574.29
634,5.30742,5.30749,38.3819,7.19531,4.48472,-772.381,177.864,415.059,52.9473,1040.01,4574.29
635,5.30729,5.30729,44.1187,7.33683,5.13496,-772.381,177.843,415.079,52.9472,1039.99,4574.42
636,5.30729,5.30761,48.4564,7.26947,5.14335,-772.381,177.843,415.079,52.9472,1039.99,4574.42
637,5.30729,5.30765,237.714,7.81036,14.0193,-772.381,177.843,415.079,52.9472,1039.99,4574.42
638,5.30729,5.30773,45.3388,6.87573,4.25123,-772.381,177.843,415.079,52.9472,1039.99,4574.42
639,5.30729,5.3076,66.0405,7.28963,5.89673,-772.381,177.843,415.079,52.9472,1039.99,4574.42
640,5.30729,5.30755,43.0417,7.00387,4.56832,-772.381,177.843,415.079,52.9472,1039.99,4574.42
641,5.30729,5.30786,223.752,7.74362,13.2899,-772.381,177.843,415.079,52.9472,1039.99,4574.42
642,5.30729,5.30753,47.2645,7.06628,4.83522,-772.381,177.843,415.079,52.9472,1039.99,4574.42
643,5.30729,5.30745,53.8872,7.01574,4.55683,-772.381,177.843,415.079,52.9472,1039.99,4574.42
644,5.30729,5.30743,53.0902,7.33098,5.37665,-772.381,177.843,415.079,52.9472,1039.99,4574.42
645,5.30729,5.30775,47.321,6.78802,3.91931,-772.381,177.843,415.079,52.9472,1039.99,4574.42
646,5.30729,5.30744,51.6221,6.93766,4.46137,-772.381,177.843,415.079,52.9472,1039.99,4574.42
647,5.30729,5.30819,50.7566,7.36202,4.98431,-772.381,177.843,415.079,52.9472,1039.99,4574.42
648,5.30729,5.30733,55.1527,7.32651,5.73903,-772.381,177.843,415.079,52.9472,1039.99,4574.42
649,5.30729,5.30777,31.9831,7.03825,4.09947,-772.381,177.843,415.079,52.9472,1039.99,4574.42
650,5.30729,5.30746,47.0993,7.3077,5.25889,-772.381,177.843,415.079,52.9472,1039.99,4574.42
651,5.30729,5.30764,51.4577,7.21764,4.7912,-772.381,177.843,415.079,52.9472,1039.99,4574.42
652,5.30729,5.30752,52.588,7.06879,5.03821,-772.381,177.843,415.079,52.9472,1039.99,4574.42
653,5.30729,5.30759,42.3602,7.24108,4.8904,-772.381,177.843,415.079,52.9472,1039.99,4574.42
654,5.30729,5.30739,45.5515,7.09518,4.24066,-772.381,177.843,415.079,52.9472,1039.99,4574.42
655,5.30729,5.30739,32.8229,6.90629,3.91162,-772.381,177.843,415.079,52.9472,1039.99,4574.42
656,5.30729,5.30747,48.1806,6.93647,4.21724,-772.381,177.843,415.079,52.9472,1039.99,4574.42
657,5.30729,5.30738,43.171,6.99837,3.97535,-772.381,177.843,415.079,52.9472,1039.99,4574.42
658,5.30729,5.30751,44.0649,7.05396,4.50664,-772.381,177.843,415.079,52.9472,1039.99,4574.42
659,5.30729,5.30751,38.9623,7.00215,4.0388,-772.381,177.843,415.079,52.9472,1039.99,4574.42
660,5.30729,5.30732,40.0696,6.69503,3.70542,-772.381,177.843,415.079,52.9472,1039.99,4574.42
661,5.30729,5.30758,32.8842,6.95825,4.30044,-772.381,177.843,415.079,52.9472,1039.99,4574.42
662,5.30729,5.30735,54.4147,7.07745,5.29181,-772.381,177.843,415.079,52.9472,1039.99,4574.42
663,5.30729,5.30767,53.2076,6.97156,4.68277,-772.381,177.843,415.079,52.9472,1039.99,4574.42
664,5.30729,5.30742,48.6015,6.95166,4.40352,-772.381,177.843,415.079,52.9472,1039.99,4574.42
665,5.30729,5.30731,59.1565,6.94783,5.00195,-772.381,177.843,415.079,52.9472,1039.99,4574.42
666,5.30729,5.30734,59.2735,7.13776,5.38448,-772.381,177.843,415.079,52.9472,1039.99,4574.42
667,5.30729,5.30753,48.5969,7.08384,4.95541,-772.381,177.843,415.079,52.9472,1039.99,4574.42
668,5.30729,5.30746,77.405,7.25249,5.95931,-772.381,177.843,415.079,52.9472,1039.99,4574.42
669,5.30729,5.30734,67.6723,6.86723,4.84811,-772.381,177.843,415.079,52.9472,1039.99,4574.42
670,5.30723,5.30723,49.7617,7.09537,4.89642,-772.374,177.835,415.081,52.9472,1040,4574.41
671,5.30723,5.30766,46.2545,7.13146,4.8541,-772.374,177.835,415.081,52.9472,1040,4574.41
672,5.30723,5.30757,38.4194,7.05112,4.66476,-772.374,177.835,415.081,52.9472,1040,4574.41
673,5.30723,5.30732,66.4398,6.74957,5.10469,-772.374,177.835,415.081,52.9472,1040,4574.41
674,5.30723,5.30761,43.8953,7.04124,4.83868,-772.374,177.835,415.081,52.9472,1040,4574.41
675,5.30723,5.3073,40.6026,6.57652,3.39063,-772.374,177.835,415.081,52.9472,1040,4574.41
676,5.30723,5.30749,32.8924,6.86611,3.98392,-772.374,177.835,415.081,52.9472,1040,4574.41
677,5.30723,5.30733,42.476,6.61562,3.5726,-772.374,177.835,415.081,52.9472,1040,4574.41
678,5.30723,5.30754,38.0015,6.81258,3.86603,-772.374,177.835,415.081,52.9472,1040,4574.41
679,5.30723,5.30728,25.6814,6.61472,3.03952,-772.374,177.835,415.081,52.9472,1040,4574.41
680,5.30723,5.30728,35.8028,6.7264,3.78428,-772.374,177.835,415.081,52.9472,1040,4574.41
681,5.30723,5.30727,53.7095,6.86267,4.20467,-772.374,177.835,415.081,52.9472,1040,4574.41
682,5.30723,5.3077,59.557,6.84454,4.66609,-772.374,177.835,415.081,52.9472,1040,4574.41
683,5.30723,5.30731,44.4372,6.94519,3.98876,-772.374,177.835,415.081,52.9472,1040,4574.41
684,5.30723,5.30747,83.4521,7.03039,5.94064,-772.374,177.835,415.081,52.9472,1040,4574.41
685,5.30723,5.30726,62.9667,6.84794,5.00974,-772.374,177.835,415.081,52.9472,1040,4574.41
686,5.30723,5.30772,66.6599,6.91543,4.97303,-772.374,177.835,415.081,52.9472,1040,4574.41
687,5.30723,5.30751,206.874,7.52483,12.1433,-772.374,177.835,415.081,52.9472,1040,4574.41
688,5.30723,5.3073,149.251,7.01721,8.71377,-772.374,177.835,415.081,52.9472,1040,4574.41
689,5.30723,5.30738,35.5012,6.75691,3.64469,-772.374,177.835,415.081,52.9472,1040,4574.41
690,5.30723,5.30738,64.0163,6.7719,4.51612,-772.374,177.835,415.081,52.9472,1040,4574.41
691,5.30723,5.30726,36.2515,6.85702,3.8294,-772.374,177.835,415.081,52.9472,1040,4574.41
692,5.30723,5.30745,56.4232,7.00949,4.47407,-772.374,177.835,415.081,52.9472,1040,4574.41
693,5.30723,5.30727,53.6187,7.07727,4.73932,-772.374,177.835,415.081,52.9472,1040,4574.41
694,5.30723,5.30731,59.1545,7.20396,5.25341,-772.374,177.835,415.081,52.9472,1040,4574.41
695,5.30723,5.3073,41.3969,6.7587,3.75895,-772.374,177.835,415.081,52.9472,1040,4574.41
696,5.30723,5.3073,48.4948,7.20497,5.20266,-772.374,177.835,415.081,52.9472,1040,4574.41
697,5.30723,5.30754,58.6066,7.13952,4.89632,-772.374,177.835,415.081,52.9472,1040,4574.41
698,5.30722,5.30722,46.508,7.00655,4.67391,-772.373,177.833,415.081,52.9472,1040,4574.41
699,5.30722,5.30736,56.0245,6.99036,4.63633,-772.373,177.833,415.081,52.9472,1040,4574.41
700,5.30722,5.30727,52.4647,7.39457,6.05676,-772.373,177.833,415.081,52.9472,1040,4574.41
701,5.30722,5.3074,55.7522,7.33738,5.73444,-772.373,177.833,415.081,52.9472,1040,4574.41
702,5.30722,5.30748,65.3284,7.42691,6.06031,-772.373,177.833,415.081,52.9472,1040,4574.41
703,5.30722,5.30736,62.5441,6.83989,4.61097,-772.373,177.833,415.081,52.9472,1040,4574.41
704,5.30722,5.30722,46.031,7.14353,4.87,-772.373,177.833,415.081,52.9472,1040,4574.41
705,5.30722,5.30738,54.2719,7.01869,5.05555,-772.373,177.833,415.081,52.9472,1040,4574.41
706,5.30722,5.30739,47.2958,7.30507,5.36003,-772.373,177.833,415.081,52.9472,1040,4574.41
707,5.30692,5.30692,53.8608,6.76953,4.34748,-772.279,177.722,415.099,52.9475,1040.01,4574.4
708,5.30692,5.30799,50.4265,7.55379,6.08865,-772.279,177.722,415.099,52.9475,1040.01,4574.4
709,5.30692,5.30751,59.0667,6.99454,4.98405,-772.279,177.722,415.099,52.9475,1040.01,4574.4
710,5.30692,5.30776,73.9841,7.50858,6.44287,-772.279,177.722,415.099,52.9475,1040.01,4574.4
711,5.30692,5.30789,45.2097,6.90449,4.21579,-772.279,177.722,415.099,52.9475,1040.01,4574.4
712,5.30692,5.30774,52.2838,7.28178,5.69787,-772.279,177.722,415.099,52.9475,1040.01,4574.4
713,5.30692,5.30701,44.5601,7.20253,5.17281,-772.279,177.722,415.099,52.9475,1040.01,4574.4
714,5.30692,5.30871,54.3758,7.22494,5.31436,-772.279,177.722,415.099,52.9475,1040.01,4574.4
715,5.30692,5.30755,61.3153,7.16175,5.72392,-772.279,177.722,415.099,52.9475,1040.01,4574.4
716,5.30692,5.30797,46.2437,7.04362,4.59439,-772.279,177.722,415.099,52.9475,1040.01,4574.4
717,5.30692,5.3075,43.1429,7.06089,4.90011,-772.279,177.722,415.099,52.9475,1040.01,4574.4
718,5.30692,5.30709,51.7536,6.73385,4.29623,-772.279,177.722,415.099,52.9475,1040.01,4574.4
719,5.30692,5.30747,41.4164,6.9634,4.52053,-772.279,177.722,415.099,52.9475,1040.01,4574.4
720,5.30692,5.30713,62.0775,6.82223,4.42384,-772.279,177.722,415.099,52.9475,1040.01,4574.4
721,5.30692,5.30718,70.8744,7.07744,5.28711,-772.279,177.722,415.099,52.9475,1040.01,4574.4
722,5.30692,5.30733,275.219,7.69341,15.9306,-772.279,177.722,415.099,52.9475,1040.01,4574.4
723,5.30692,5.30754,32.4559,6.84237,3.84677,-772.279,177.722,415.099,52.9475,1040.01,4574.4
724,5.30692,5.30745,70.4267,6.88625,5.22764,-772.279,177.722,415.099,52.9475,1040.01,4574.4
725,5.30692,5.30769,22.7819,6.67354,2.98835,-772.279,177.722,415.099,52.9475,1040.01,4574.4
726,5.30692,5.30837,59.2502,6.84493,4.82921,-772.279,177.722,415.099,52.9475,1040.01,4574.4
727,5.30692,5.30754,26.0601,6.5978,2.90265,-772.279,177.722,415.099,52.9475,1040.01,4574.4
728,5.30692,5.30711,33.768,6.58873,3.53882,-772.279,177.722,415.099,52.9475,1040.01,4574.4
729,5.30692,5.30719,44.5822,6.87156,4.32673,-772.279,177.722,415.099,52.9475,1040.01,4574.4
730,5.30692,5.30794,35.2747,6.51005,3.44192,-772.279,177.722,415.099,52.9475,1040.01,4574.4
731,5.30692,5.30747,39.5301,6.95356,3.99552,-772.279,177.722,415.099,52.9475,1040.01,4574.4
732,5.30692,5.3072,31.484,7.09539,3.95379,-772.279,177.722,415.099,52.9475,1040.01,4574.4
733,5.30692,5.3073,40.8307,6.83658,4.11851,-772.279,177.722,415.099,52.9475,1040.01,4574.4
734,5.30692,5.30719,44.747,6.78194,4.45382,-772.279,177.722,415.099,52.9475,1040.01,4574.4
735,5.30692,5.30723,38.3406,6.69914,3.93483,-772.279,177.722,415.099,52.9475,1040.01,4574.4
736,5.30692,5.30751,42.8979,6.85513,4.45948,-772.279,177.722,415.099,52.9475,1040.01,4574.4
737,5.30692,5.30696,51.8544,7.03728,5.27863,-772.279,177.722,415.099,52.9475,1040.01,4574.4
738,5.30692,5.30707,71.7709,7.07585,6.44419,-772.279,177.722,415.099,52.9475,1040.01,4574.4
739,5.30692,5.30695,40.9764,6.72004,3.80229,-772.279,177.722,415.099,52.9475,1040.01,4574.4
740,5.30692,5.30708,51.4657,6.90353,5.3884,-772.279,177.722,415.099,52.9475,1040.01,4574.4
741,5.30692,5.307,26.9439,6.63687,3.55508,-772.279,177.722,415.099,52.9475,1040.01,4574.4
742,5.30692,5.30746,61.9861,6.81873,4.95272,-772.279,177.722,415.099,52.9475,1040.01,4574.4
743,5.30692,5.30747,35.657,6.44777,2.89551,-772.279,177.722,415.099,52.9475,1040.01,4574.4
744,5.30692,5.30736,33.2953,6.51268,3.3483,-772.279,177.722,415.099,52.9475,1040.01,4574.4
745,5.30692,5.30706,34.7591,6.32946,2.81441,-772.279,177.722,415.099,52.9475,1040.01,4574.4
746,5.30689,5.30689,39.7342,6.67274,3.77519,-772.279,177.722,415.099,52.9475,1040.01,4574.4
747,5.30679,5.30679,20.8544,6.57236,2.63504,-772.371,177.61,415.301,52.9502,1040.01,4574.49
748,5.30668,5.30668,44.5861,6.50651,3.20801,-772.391,177.651,415.28,52.9479,1040,4574.51
749,5.30668,5.30688,38.4845,6.53151,3.26496,-772.391,177.651,415.28,52.9479,1040,4574.51
750,5.30668,5.30828,35.6106,6.40313,2.92959,-772.391,177.651,415.28,52.9479,1040,4574.51
751,5.30668,5.30744,22.5936,6.32406,2.20579,-772.391,177.651,415.28,52.9479,1040,4574.51
752,5.30661,5.30661,30.3282,6.72209,3.44487,-772.379,177.637,415.281,52.9486,1039.99,4574.44
753,5.30661,5.30714,32.4861,6.49747,3.3326,-772.379,177.637,415.281,52.9486,1039.99,4574.44
754,5.30661,5.30733,34.353,6.50104,3.18793,-772.379,177.637,415.281,52.9486,1039.99,4574.44
755,5.30661,5.30728,42.8002,6.63396,3.83733,-772.379,177.637,415.281,52.9486,1039.99,4574.44
756,5.30661,5.30781,42.6454,6.87022,4.07623,-772.379,177.637,415.281,52.9486,1039.99,4574.44
757,5.30661,5.30705,48.3841,6.87984,4.5095,-772.379,177.637,415.281,52.9486,1039.99,4574.44
758,5.30661,5.30747,35.7554,6.71166,3.89665,-772.379,177.637,415.281,52.9486,1039.99,4574.44
759,5.30661,5.30764,53.0822,6.6734,4.50989,-772.379,177.637,415.281,52.9486,1039.99,4574.44
760,5.30661,5.30739,42.0395,6.74301,3.98228,-772.379,177.637,415.281,52.9486,1039.99,4574.44
761,5.30661,5.30747,39.0018,6.73234,4.08634,-772.379,177.637,415.281,52.9486,1039.99,4574.44
762,5.30661,5.30682,42.5202,6.93336,4.51023,-772.379,177.637,415.281,52.9486,1039.99,4574.44
763,5.30661,5.30669,48.0398,6.63935,4.72199,-772.379,177.637,415.281,52.9486,1039.99,4574.44
764,5.30661,5.30722,89.5116,7.0904,6.38073,-772.379,177.637,415.281,52.9486,1039.99,4574.44
765,5.30661,5.30702,49.9714,6.72976,4.17023,-772.379,177.637,415.281,52.9486,1039.99,4574.44
766,5.30661,5.30747,301.113,7.6567,17.2741,-772.379,177.637,415.281,52.9486,1039.99,4574.44
767,5.30661,5.30732,117.606,7.27087,7.86306,-772.379,177.637,415.281,52.9486,1039.99,4574.44
768,5.30661,5.3071,105.653,7.02202,6.5553,-772.379,177.637,415.281,52.9486,1039.99,4574.44
769,5.30654,5.30654,202.817,7.5683,12.0007,-772.143,177.613,415.073,52.9457,1039.99,4574.41
770,5.30654,5.30705,80.7898,7.30357,5.97521,-772.143,177.613,415.073,52.9457,1039.99,4574.41
771,5.30654,5.30737,38.7739,6.95698,4.30139,-772.143,177.613,415.073,52.9457,1039.99,4574.41
772,5.30654,5.30824,51.677,7.00095,5.07758,-772.143,177.613,415.073,52.9457,1039.99,4574.41
