generation,best_fitness,min_fitness,max_fitness,mean_fitness,std_fitness,gene_0,gene_1,gene_2,gene_3,gene_4,gene_5
256,5.31008,5.31482,177.581,14.4315,17.3051,-772.479,177.989,415.038,52.9384,1039.74,4571.13
257,5.31008,5.3184,292.188,13.7478,21.9866,-772.479,177.989,415.038,52.9384,1039.74,4571.13
258,5.31008,5.31742,301.767,15.0442,24.6161,-772.479,177.989,415.038,52.9384,1039.74,4571.13
259,5.31008,5.31504,480.354,15.7519,33.2288,-772.479,177.989,415.038,52.9384,1039.74,4571.13
260,5.31008,5.31323,532.903,16.6717,39.8876,-772.479,177.989,415.038,52.9384,1039.74,4571.13
261,5.31008,5.31771,227.736,14.6677,20.3259,-772.479,177.989,415.038,52.9384,1039.74,4571.13
262,5.31008,5.31952,252.707,15.4372,23.3444,-772.479,177.989,415.038,52.9384,1039.74,4571.13
263,5.31008,5.33451,391.067,14.9449,27.9398,-772.479,177.989,415.038,52.9384,1039.74,4571.13
264,5.31008,5.31305,274.031,15.0484,25.6375,-772.479,177.989,415.038,52.9384,1039.74,4571.13
265,5.31008,5.31382,385.955,15.3337,25.7368,-772.479,177.989,415.038,52.9384,1039.74,4571.13
266,5.31008,5.31642,210.424,14.2684,16.4118,-772.479,177.989,415.038,52.9384,1039.74,4571.13
267,5.31008,5.32576,532.59,15.652,34.5967,-772.479,177.989,415.038,52.9384,1039.74,4571.13
268,5.31008,5.31293,225.537,14.6845,20.0955,-772.479,177.989,415.038,52.9384,1039.74,4571.13
269,5.31008,5.31738,489.792,14.7918,33.2265,-772.479,177.989,415.038,52.9384,1039.74,4571.13
270,5.31008,5.31127,438.593,15.2707,29.0391,-772.479,177.989,415.038,52.9384,1039.74,4571.13
271,5.31008,5.31041,201.519,13.4509,15.2217,-772.479,177.989,415.038,52.9384,1039.74,4571.13
272,5.31008,5.31552,362.385,15.7535,28.0182,-772.479,177.989,415.038,52.9384,1039.74,4571.13
273,5.31008,5.31104,249.594,13.6966,17.8069,-772.479,177.989,415.038,52.9384,1039.74,4571.13
274,5.31008,5.31402,300.249,15.0542,23.7828,-772.479,177.989,415.038,52.9384,1039.74,4571.13
275,5.31008,5.31683,204.242,13.3961,15.8471,-772.479,177.989,415.038,52.9384,1039.74,4571.13
276,5.31008,5.31056,271.354,15.0689,23.8843,-772.479,177.989,415.038,52.9384,1039.74,4571.13
277,5.31008,5.31628,498.26,15.9782,36.3134,-772.479,177.989,415.038,52.9384,1039.74,4571.13
278,5.31008,5.31211,491.3,15.938,37.765,-772.479,177.989,415.038,52.9384,1039.74,4571.13
279,5.31008,5.31075,323.445,14.9614,25.0778,-772.479,177.989,415.038,52.9384,1039.74,4571.13
280,5.31008,5.31383,216.598,13.5492,21.5811,-772.479,177.989,415.038,52.9384,1039.74,4571.13
281,5.31008,5.31769,457.644,14.1851,29.5989,-772.479,177.989,415.038,52.9384,1039.74,4571.13
282,5.31008,5.31015,239.689,14.1941,20.3147,-772.479,177.989,415.038,52.9384,1039.74,4571.13
283,5.31008,5.31421,349.976,14.5453,25.6667,-772.479,177.989,415.038,52.9384,1039.74,4571.13
284,5.31008,5.31097,287.929,14.4869,25.1776,-772.479,177.989,415.038,52.9384,1039.74,4571.13
285,5.31008,5.31378,120.156,13.4219,13.0922,-772.479,177.989,415.038,52.9384,1039.74,4571.13
286,5.31008,5.31185,302.132,14.2234,21.4687,-772.479,177.989,415.038,52.9384,1039.74,4571.13
287,5.31008,5.31104,294.499,13.5744,21.2061,-772.479,177.989,415.038,52.9384,1039.74,4571.13
288,5.31008,5.31141,505.784,16.5912,37.5882,-772.479,177.989,415.038,52.9384,1039.74,4571.13
289,5.31008,5.31327,465.972,15.3185,30.8157,-772.479,177.989,415.038,52.9384,1039.74,4571.13
290,5.31008,5.3108,448.234,16.0917,36.0253,-772.479,177.989,415.038,52.9384,1039.74,4571.13
291,5.30978,5.30978,339.164,14.4804,26.9081,-772.489,177.991,415.047,52.9368,1039.71,4575.45
292,5.30907,5.30907,221.068,12.6788,17.6182,-772.483,177.993,415.04,52.9383,1039.72,4574.29
293,5.30901,5.30901,379.819,13.7379,25.1512,-772.475,177.991,415.034,52.939,1039.72,4573.73
294,5.30901,5.30995,454.437,15.4637,36.0095,-772.475,177.991,415.034,52.939,1039.72,4573.73
295,5.30901,5.31026,200.515,14.1191,20.3875,-772.475,177.991,415.034,52.939,1039.72,4573.73
296,5.30901,5.30915,352.049,15.2765,30.4586,-772.475,177.991,415.034,52.939,1039.72,4573.73
297,5.30901,5.30997,351.992,14.7944,29.9777,-772.475,177.991,415.034,52.939,1039.72,4573.73
298,5.30901,5.31059,319.297,15.9087,29.9687,-772.475,177.991,415.034,52.939,1039.72,4573.73
299,5.30901,5.31032,329.029,13.7386,24.5768,-772.475,177.991,415.034,52.939,1039.72,4573.73
300,5.30901,5.3112,384.841,15.2597,30.1792,-772.475,177.991,415.034,52.939,1039.72,4573.73
301,5.30901,5.31002,459.607,16.7444,45.6196,-772.475,177.991,415.034,52.939,1039.72,4573.73
302,5.30901,5.30991,313.435,14.6093,25.9011,-772.475,177.991,415.034,52.939,1039.72,4573.73
303,5.30901,5.30948,356.883,14.9083,29.2856,-772.475,177.991,415.034,52.939,1039.72,4573.73
304,5.30901,5.31038,315.619,15.0368,31.6992,-772.475,177.991,415.034,52.939,1039.72,4573.73
305,5.30901,5.30925,518.398,14.8638,41.0589,-772.475,177.991,415.034,52.939,1039.72,4573.73
306,5.30901,5.31035,180.047,12.4744,13.7585,-772.475,177.991,415.034,52.939,1039.72,4573.73
307,5.30901,5.30908,509.462,14.3902,33.4602,-772.475,177.991,415.034,52.939,1039.72,4573.73
308,5.30901,5.31001,633.586,13.9513,37.7705,-772.475,177.991,415.034,52.939,1039.72,4573.73
309,5.30901,5.30959,224.256,13.3927,19.6681,-772.475,177.991,415.034,52.939,1039.72,4573.73
310,5.30887,5.30887,354.311,13.4148,24.2333,-772.477,177.989,415.034,52.9391,1039.72,4573.87
311,5.30887,5.30916,213.567,13.1613,17.1368,-772.477,177.989,415.034,52.9391,1039.72,4573.87
312,5.30887,5.3101,258.842,13.7609,21.2682,-772.477,177.989,415.034,52.9391,1039.72,4573.87
313,5.30887,5.3093,229.815,12.4444,18.1058,-772.477,177.989,415.034,52.9391,1039.72,4573.87
314,5.30887,5.30897,309.365,12.8752,21.8608,-772.477,177.989,415.034,52.9391,1039.72,4573.87
315,5.30865,5.30865,470.612,14.3065,31.7975,-772.478,177.991,415.032,52.9406,1039.72,4574.54
316,5.30865,5.3091,406.373,14.226,29.3798,-772.478,177.991,415.032,52.9406,1039.72,4574.54
317,5.30865,5.30878,228.742,13.0846,21.1347,-772.478,177.991,415.032,52.9406,1039.72,4574.54
318,5.30865,5.30937,255.431,13.588,24.3149,-772.478,177.991,415.032,52.9406,1039.72,4574.54
319,5.30865,5.30891,236.891,11.8192,17.1082,-772.478,177.991,415.032,52.9406,1039.72,4574.54
320,5.30865,5.30872,395.817,12.8205,26.17,-772.478,177.991,415.032,52.9406,1039.72,4574.54
321,5.30865,5.30902,321.891,11.6043,19.9183,-772.478,177.991,415.032,52.9406,1039.72,4574.54
322,5.30865,5.30872,512.374,13.318,30.5166,-772.478,177.991,415.032,52.9406,1039.72,4574.54
323,5.30865,5.30891,178.894,11.9078,15.2352,-772.478,177.991,415.032,52.9406,1039.72,4574.54
324,5.30865,5.30876,358.555,12.5607,23.4904,-772.478,177.991,415.032,52.9406,1039.72,4574.54
325,5.30865,5.30893,201.428,12.4951,18.2572,-772.478,177.991,415.032,52.9406,1039.72,4574.54
326,5.30863,5.30863,370.157,13.6039,25.5744,-772.479,177.989,415.031,52.9436,1039.72,4574.5
327,5.30863,5.30888,191.681,13.0643,20.5486,-772.479,177.989,415.031,52.9436,1039.72,4574.5
328,5.30863,5.30867,325.907,12.9544,22.4162,-772.479,177.989,415.031,52.9436,1039.72,4574.5
329,5.30863,5.30902,199.587,12.007,16.5607,-772.479,177.989,415.031,52.9436,1039.72,4574.5
330,5.30863,5.309,234.952,13.3778,20.9629,-772.479,177.989,415.031,52.9436,1039.72,4574.5
331,5.30857,5.30857,429.093,14.1283,32.7327,-772.481,177.989,415.031,52.9447,1039.72,4574.5
332,5.30857,5.30872,417.374,13.854,28.4385,-772.481,177.989,415.031,52.9447,1039.72,4574.5
333,5.30857,5.30887,453.133,13.0395,28.9413,-772.481,177.989,415.031,52.9447,1039.72,4574.5
334,5.30857,5.30876,374.615,13.2313,26.4387,-772.481,177.989,415.031,52.9447,1039.72,4574.5
335,5.30857,5.30871,342.564,13.6366,26.5184,-772.481,177.989,415.031,52.9447,1039.72,4574.5
336,5.30857,5.30876,437.898,13.629,30.4868,-772.481,177.989,415.031,52.9447,1039.72,4574.5
337,5.30857,5.30859,455.575,13.2175,31.2356,-772.481,177.989,415.031,52.9447,1039.72,4574.5
338,5.30857,5.30876,221.523,11.6623,15.2952,-772.481,177.989,415.031,52.9447,1039.72,4574.5
339,5.30844,5.30844,322.245,12.0368,22.0197,-772.478,177.989,415.03,52.9436,1039.72,4573.91
340,5.30844,5.30857,464.858,13.2659,28.2011,-772.478,177.989,415.03,52.9436,1039.72,4573.91
341,5.30844,5.30888,172.772,10.7176,13.0063,-772.478,177.989,415.03,52.9436,1039.72,4573.91
342,5.30844,5.30855,272.616,12.2255,19.4662,-772.478,177.989,415.03,52.9436,1039.72,4573.91
343,5.30844,5.30866,428.861,12.7533,28.1536,-772.478,177.989,415.03,52.9436,1039.72,4573.91
344,5.30843,5.30843,404.82,14.0664,33.8633,-772.478,177.99,415.03,52.9433,1039.72,4574.11
345,5.30843,5.30854,286.925,12.2445,19.9455,-772.478,177.99,415.03,52.9433,1039.72,4574.11
346,5.30821,5.30821,230.127,12.8934,20.4499,-772.45,177.99,415.004,52.9435,1039.83,4574.13
347,5.30821,5.30935,351.281,12.1007,24.6944,-772.45,177.99,415.004,52.9435,1039.83,4574.13
348,5.30821,5.30855,368.228,13.1499,25.0736,-772.45,177.99,415.004,52.9435,1039.83,4574.13
349,5.30821,5.30867,248.978,12.5792,18.7201,-772.45,177.99,415.004,52.9435,1039.83,4574.13
350,5.30821,5.30899,198.631,11.9487,15.477,-772.45,177.99,415.004,52.9435,1039.83,4574.13
351,5.30821,5.30844,358.608,12.4717,25.0984,-772.45,177.99,415.004,52.9435,1039.83,4574.13
352,5.30811,5.30811,486.39,12.6715,29.2453,-772.464,177.989,415.014,52.9468,1039.85,4574.04
353,5.30811,5.30867,284.886,12.3162,21.1565,-772.464,177.989,415.014,52.9468,1039.85,4574.04
354,5.30811,5.30872,268.363,12.555,19.8018,-772.464,177.989,415.014,52.9468,1039.85,4574.04
355,5.30811,5.30934,513.308,13.1759,32.6944,-772.464,177.989,415.014,52.9468,1039.85,4574.04
356,5.30811,5.30879,347.239,13.2576,28.9397,-772.464,177.989,415.014,52.9468,1039.85,4574.04
357,5.30811,5.30848,326.795,12.4292,23.5184,-772.464,177.989,415.014,52.9468,1039.85,4574.04
358,5.30811,5.30828,328.507,13.0675,26.4184,-772.464,177.989,415.014,52.9468,1039.85,4574.04
359,5.30811,5.30872,212.192,11.8697,17.4654,-772.464,177.989,415.014,52.9468,1039.85,4574.04
360,5.30811,5.30829,558.529,13.906,36.5677,-772.464,177.989,415.014,52.9468,1039.85,4574.04
361,5.30811,5.31012,248.343,12.162,19.5827,-772.464,177.989,415.014,52.9468,1039.85,4574.04
362,5.30811,5.30858,315.751,14.5573,32.7206,-772.464,177.989,415.014,52.9468,1039.85,4574.04
363,5.30811,5.30995,455.694,13.0217,31.0336,-772.464,177.989,415.014,52.9468,1039.85,4574.04
364,5.30811,5.30823,199.19,12.2495,18.9514,-772.464,177.989,415.014,52.9468,1039.85,4574.04
365,5.30811,5.30862,549.553,13.5519,41.7256,-772.464,177.989,415.014,52.9468,1039.85,4574.04
366,5.30811,5.3088,215.651,12.8458,22.7049,-772.464,177.989,415.014,52.9468,1039.85,4574.04
367,5.30811,5.3086,315.583,12.3214,23.0625,-772.464,177.989,415.014,52.9468,1039.85,4574.04
368,5.30811,5.31006,263.986,12.5179,22.4659,-772.464,177.989,415.014,52.9468,1039.85,4574.04
369,5.30811,5.30843,268.095,11.7636,20.8546,-772.464,177.989,415.014,52.9468,1039.85,4574.04
370,5.30811,5.30867,534.557,14.5765,36.326,-772.464,177.989,415.014,52.9468,1039.85,4574.04
371,5.30807,5.30807,610.452,13.6313,41.8989,-772.473,177.99,415.027,52.9437,1039.87,4574.17
372,5.30807,5.30935,227.508,13.0957,21.4504,-772.473,177.99,415.027,52.9437,1039.87,4574.17
373,5.30806,5.30806,273.219,12.122,23.1603,-772.478,177.99,415.034,52.9421,1039.9,4574.16
374,5.30806,5.30813,224.058,11.7607,16.8698,-772.478,177.99,415.034,52.9421,1039.9,4574.16
375,5.30806,5.30884,225.741,12.0606,18.2769,-772.478,177.99,415.034,52.9421,1039.9,4574.16
376,5.30806,5.30806,330.17,11.6068,24.1036,-772.476,177.99,415.032,52.9426,1039.89,4574.16
377,5.30806,5.30843,271.369,11.4828,19.8512,-772.476,177.99,415.032,52.9426,1039.89,4574.16
378,5.30806,5.30854,500.572,11.788,31.4502,-772.476,177.99,415.032,52.9426,1039.89,4574.16
379,5.30806,5.3086,420.638,12.6752,28.0554,-772.476,177.99,415.032,52.9426,1039.89,4574.16
380,5.30806,5.3088,214.184,11.2681,18.3622,-772.476,177.99,415.032,52.9426,1039.89,4574.16
381,5.30801,5.30801,245.766,12.036,21.5711,-772.483,177.987,415.039,52.9442,1039.89,4574.21
382,5.30801,5.30861,187.032,11.4516,14.9875,-772.483,177.987,415.039,52.9442,1039.89,4574.21
383,5.30801,5.30852,440.586,11.5622,27.5343,-772.483,177.987,415.039,52.9442,1039.89,4574.21
384,5.30801,5.30872,418.588,12.575,29.9064,-772.483,177.987,415.039,52.9442,1039.89,4574.21
385,5.30801,5.30815,216.055,11.9269,17.295,-772.483,177.987,415.039,52.9442,1039.89,4574.21
386,5.30801,5.30803,428.493,12.2981,28.1922,-772.483,177.987,415.039,52.9442,1039.89,4574.21
387,5.30801,5.30816,389.925,12.5734,24.936,-772.483,177.987,415.039,52.9442,1039.89,4574.21
388,5.30801,5.30862,225.349,11.5907,18.0264,-772.483,177.987,415.039,52.9442,1039.89,4574.21
389,5.30801,5.30823,415.402,13.0285,29.0863,-772.483,177.987,415.039,52.9442,1039.89,4574.21
390,5.30801,5.3084,276.242,12.3375,21.6844,-772.483,177.987,415.039,52.9442,1039.89,4574.21
391,5.30801,5.3084,248.26,11.8395,20.6645,-772.483,177.987,415.039,52.9442,1039.89,4574.21
392,5.30801,5.30838,233.265,10.9762,15.4411,-772.483,177.987,415.039,52.9442,1039.89,4574.21
393,5.30801,5.30886,447.136,12.3605,29.3808,-772.483,177.987,415.039,52.9442,1039.89,4574.21
394,5.30801,5.30842,223.477,11.7625,19.5805,-772.483,177.987,415.039,52.9442,1039.89,4574.21
395,5.30801,5.30852,227.285,11.5038,17.2564,-772.483,177.987,415.039,52.9442,1039.89,4574.21
396,5.30801,5.30805,400.195,12.9484,28.6928,-772.483,177.987,415.039,52.9442,1039.89,4574.21
397,5.30801,5.30807,509.765,13.0403,34.1008,-772.483,177.987,415.039,52.9442,1039.89,4574.21
398,5.30801,5.30842,226.441,11.8319,18.8218,-772.483,177.987,415.039,52.9442,1039.89,4574.21
399,5.30801,5.30843,255.438,10.8892,17.2792,-772.483,177.987,415.039,52.9442,1039.89,4574.21
400,5.30801,5.30856,281.932,11.2361,18.8623,-772.483,177.987,415.039,52.9442,1039.89,4574.21
401,5.30801,5.30834,456.508,12.6852,34.7754,-772.483,177.987,415.039,52.9442,1039.89,4574.21
402,5.30801,5.30846,332.536,11.6583,23.3917,-772.483,177.987,415.039,52.9442,1039.89,4574.21
403,5.30801,5.30844,154.142,10.476,12.5599,-772.483,177.987,415.039,52.9442,1039.89,4574.21
404,5.30801,5.30803,576.965,11.971,34.0548,-772.483,177.987,415.039,52.9442,1039.89,4574.21
405,5.30801,5.30807,461.265,13.2641,36.2995,-772.483,177.987,415.039,52.9442,1039.89,4574.21
406,5.30801,5.30807,391.764,12.953,34.6798,-772.483,177.987,415.039,52.9442,1039.89,4574.21
407,5.30801,5.30819,278.883,11.085,20.0546,-772.483,177.987,415.039,52.9442,1039.89,4574.21
408,5.30801,5.30827,538.034,12.3684,32.4881,-772.483,177.987,415.039,52.9442,1039.89,4574.21
409,5.30801,5.30809,294.891,11.4399,24.4139,-772.483,177.987,415.039,52.9442,1039.89,4574.21
410,5.30801,5.30809,487.656,12.6245,33.2943,-772.483,177.987,415.039,52.9442,1039.89,4574.21
411,5.30801,5.3081,230.313,10.2188,15.776,-772.483,177.987,415.039,52.9442,1039.89,4574.21
412,5.30801,5.30869,187.007,10.4592,14.9701,-772.483,177.987,415.039,52.9442,1039.89,4574.21
413,5.30801,5.30809,287.738,10.9225,21.9859,-772.483,177.987,415.039,52.9442,1039.89,4574.21
414,5.30801,5.30835,139.815,9.3414,10.147,-772.483,177.987,415.039,52.9442,1039.89,4574.21
415,5.30801,5.30811,245.452,10.3786,15.51,-772.483,177.987,415.039,52.9442,1039.89,4574.21
416,5.30801,5.30814,60.556,9.26397,7.56943,-772.483,177.987,415.039,52.9442,1039.89,4574.21
417,5.30801,5.30804,293.947,10.7116,19.8129,-772.483,177.987,415.039,52.9442,1039.89,4574.21
418,5.30801,5.30806,49.4309,9.31677,7.21532,-772.483,177.987,415.039,52.9442,1039.89,4574.21
419,5.30801,5.30806,614.054,11.2474,35.6933,-772.483,177.987,415.039,52.9442,1039.89,4574.21
420,5.30801,5.30804,606.079,11.8908,35.2448,-772.483,177.987,415.039,52.9442,1039.89,4574.21
421,5.30801,5.30804,479.924,11.2124,28.2288,-772.483,177.987,415.039,52.9442,1039.89,4574.21
422,5.30801,5.30806,222.518,9.92665,14.037,-772.483,177.987,415.039,52.9442,1039.89,4574.21
423,5.30801,5.30812,464.403,11.2177,27.4077,-772.483,177.987,415.039,52.9442,1039.89,4574.21
424,5.30801,5.30803,134.48,10.4257,10.8552,-772.483,177.987,415.039,52.9442,1039.89,4574.21
425,5.30801,5.30804,179.632,10.3586,12.5944,-772.483,177.987,415.039,52.9442,1039.89,4574.21
426,5.30801,5.30805,412.573,11.4107,26.3923,-772.483,177.987,415.039,52.9442,1039.89,4574.21
427,5.30801,5.30806,485.744,11.0224,28.8889,-772.483,177.987,415.039,52.9442,1039.89,4574.21
428,5.30801,5.30814,110.955,10.0767,10.3676,-772.483,177.987,415.039,52.9442,1039.89,4574.21
429,5.30801,5.30812,164.202,9.78958,11.4104,-772.483,177.987,415.039,52.9442,1039.89,4574.21
430,5.30801,5.30811,440.718,11.4186,28.9164,-772.483,177.987,415.039,52.9442,1039.89,4574.21
431,5.30801,5.30803,205.536,9.45584,13.1813,-772.483,177.987,415.039,52.9442,1039.89,4574.21
432,5.30801,5.30812,100.804,10.046,9.85594,-772.483,177.987,415.039,52.9442,1039.89,4574.21
433,5.30801,5.30811,56.7432,8.95306,6.40659,-772.483,177.987,415.039,52.9442,1039.89,4574.21
434,5.30797,5.30797,304.573,11.5743,24.329,-772.477,177.986,415.031,52.9473,1039.91,4574.18
435,5.30796,5.30796,324.81,10.5218,22.3113,-772.481,177.985,415.035,52.9482,1039.92,4574.2
436,5.30796,5.30823,173.18,9.96059,11.9432,-772.481,177.985,415.035,52.9482,1039.92,4574.2
437,5.30796,5.30822,135.811,9.79264,11.3234,-772.481,177.985,415.035,52.9482,1039.92,4574.2
438,5.30796,5.30809,330.577,10.0917,19.8247,-772.481,177.985,415.035,52.9482,1039.92,4574.2
439,5.30796,5.30821,330.365,10.0847,19.8581,-772.481,177.985,415.035,52.9482,1039.92,4574.2
440,5.30796,5.30804,139.514,9.62545,11.0404,-772.481,177.985,415.035,52.9482,1039.92,4574.2
441,5.30796,5.30827,49.6472,9.02246,6.68063,-772.481,177.985,415.035,52.9482,1039.92,4574.2
442,5.30796,5.308,266.2,9.67431,16.5996,-772.481,177.985,415.035,52.9482,1039.92,4574.2
443,5.30796,5.30804,52.8256,8.74794,6.31759,-772.481,177.985,415.035,52.9482,1039.92,4574.2
444,5.30796,5.308,91.2205,9.08215,8.46539,-772.481,177.985,415.035,52.9482,1039.92,4574.2
445,5.30796,5.30818,160.086,9.4288,12.2,-772.481,177.985,415.035,52.9482,1039.92,4574.2
446,5.30796,5.30799,279.504,9.54396,17.1988,-772.481,177.985,415.035,52.9482,1039.92,4574.2
447,5.30785,5.30785,55.626,8.91082,7.23616,-772.481,177.986,415.036,52.9466,1039.98,4574.37
448,5.30785,5.30796,84.4123,8.59883,7.567,-772.481,177.986,415.036,52.9466,1039.98,4574.37
449,5.30785,5.30786,68.2393,9.11903,8.4649,-772.481,177.986,415.036,52.9466,1039.98,4574.37
450,5.30785,5.30792,48.1165,8.42627,5.84908,-772.481,177.986,415.036,52.9466,1039.98,4574.37
451,5.30785,5.30807,54.6794,9.20302,7.66456,-772.481,177.986,415.036,52.9466,1039.98,4574.37
452,5.30785,5.30796,78.3964,9.06964,8.47455,-772.481,177.986,415.036,52.9466,1039.98,4574.37
453,5.30785,5.30829,164.514,8.74143,10.2604,-772.481,177.986,415.036,52.9466,1039.98,4574.37
454,5.30785,5.30798,63.8288,8.78176,7.51604,-772.481,177.986,415.036,52.9466,1039.98,4574.37
455,5.30785,5.30791,92.1045,8.32325,7.20446,-772.481,177.986,415.036,52.9466,1039.98,4574.37
456,5.30785,5.30786,148.261,9.15661,11.0271,-772.481,177.986,415.036,52.9466,1039.98,4574.37
457,5.30785,5.30785,51.2551,7.74245,5.07022,-772.481,177.986,415.036,52.9466,1039.98,4574.37
458,5.30785,5.3079,222.7,9.25414,13.8545,-772.481,177.986,415.036,52.9466,1039.98,4574.37
459,5.30782,5.30782,38.7962,7.50772,4.31822,-772.481,177.986,415.037,52.9468,1039.99,4574.34
460,5.30782,5.30789,50.2505,8.29169,5.94446,-772.481,177.986,415.037,52.9468,1039.99,4574.34
461,5.30782,5.30783,38.1619,7.94634,4.93976,-772.481,177.986,415.037,52.9468,1039.99,4574.34
462,5.30782,5.30785,60.0712,8.17772,6.36617,-772.481,177.986,415.037,52.9468,1039.99,4574.34
463,5.30782,5.30786,58.0615,8.24333,6.07702,-772.481,177.986,415.037,52.9468,1039.99,4574.34
464,5.30782,5.30791,270.951,8.81285,16.258,-772.481,177.986,415.037,52.9468,1039.99,4574.34
465,5.30782,5.30788,232.182,9.32481,14.7714,-772.481,177.986,415.037,52.9468,1039.99,4574.34
466,5.30781,5.30781,104.857,7.59245,6.67943,-772.481,177.986,415.037,52.9468,1039.99,4574.37
467,5.30781,5.30784,211.236,8.94897,12.9918,-772.481,177.986,415.037,52.9468,1039.99,4574.37
468,5.30781,5.30784,192.023,8.57686,12.4724,-772.481,177.986,415.037,52.9468,1039.99,4574.37
469,5.30781,5.30782,83.7229,8.38952,7.34121,-772.481,177.986,415.037,52.9468,1039.99,4574.37
470,5.30781,5.30785,50.3411,8.27522,6.10193,-772.481,177.986,415.037,52.9468,1039.99,4574.37
471,5.30781,5.30792,132.357,8.39345,9.26017,-772.481,177.986,415.037,52.9468,1039.99,4574.37
472,5.3078,5.3078,211.903,8.70435,12.8887,-772.481,177.986,415.037,52.9467,1039.99,4574.39
473,5.3078,5.3079,62.3368,8.26987,6.37273,-772.481,177.986,415.037,52.9467,1039.99,4574.39
474,5.30779,5.30779,71.2774,8.13826,6.58127,-772.482,177.986,415.037,52.9475,1040,4574.4
475,5.30779,5.30784,82.5224,8.23093,6.65749,-772.482,177.986,415.037,52.9475,1040,4574.4
476,5.30779,5.30779,45.4626,8.42705,6.15034,-772.482,177.986,415.037,52.9475,1040,4574.4
477,5.30779,5.30784,207.306,8.99056,12.8431,-772.482,177.986,415.037,52.9475,1040,4574.4
478,5.30778,5.30778,52.3399,7.94045,5.59837,-772.481,177.986,415.037,52.9466,1040.01,4574.38
479,5.30778,5.30782,112.766,8.60638,8.88821,-772.481,177.986,415.037,52.9466,1040.01,4574.38
480,5.30778,5.3078,111.694,8.70906,9.25362,-772.481,177.986,415.037,52.9466,1040.01,4574.38
481,5.30778,5.30782,327.238,8.90361,19.0456,-772.481,177.986,415.037,52.9466,1040.01,4574.38
482,5.30778,5.30786,51.1642,8.38623,6.39594,-772.481,177.986,415.037,52.9466,1040.01,4574.38
483,5.30776,5.30776,66.0817,7.93839,5.87073,-772.481,177.986,415.037,52.9466,1040.01,4574.41
484,5.30776,5.30779,45.4468,8.00344,5.60844,-772.481,177.986,415.037,52.9466,1040.01,4574.41
485,5.30776,5.30776,60.0186,8.09384,6.64712,-772.481,177.986,415.037,52.9468,1040,4574.41
486,5.30776,5.30781,47.5845,7.97794,5.52378,-772.481,177.986,415.037,52.9468,1040,4574.41
487,5.30776,5.30779,68.6176,7.95973,6.14797,-772.481,177.986,415.037,52.9468,1040,4574.41
488,5.30776,5.30779,68.1781,8.14401,6.44368,-772.481,177.986,415.037,52.9468,1040,4574.41
489,5.30776,5.30781,92.7424,8.23737,7.51756,-772.481,177.986,415.037,52.9468,1040,4574.41
490,5.30776,5.30777,171.513,8.57679,11.3359,-772.481,177.986,415.037,52.9468,1040,4574.41
491,5.30776,5.30776,62.5855,8.20885,6.93978,-772.483,177.987,415.037,52.9475,1040,4574.42
492,5.30776,5.30778,61.6511,8.44877,7.59057,-772.483,177.987,415.037,52.9475,1040,4574.42
493,5.30776,5.30783,72.1759,8.11335,7.07062,-772.483,177.987,415.037,52.9475,1040,4574.42
494,5.30776,5.30781,242.66,8.97863,14.8737,-772.483,177.987,415.037,52.9475,1040,4574.42
495,5.30776,5.30788,86.1018,8.49044,7.47227,-772.483,177.987,415.037,52.9475,1040,4574.42
496,5.30776,5.30781,123.864,8.56649,8.9698,-772.483,177.987,415.037,52.9475,1040,4574.42
497,5.30776,5.30778,52.9818,8.23454,6.07734,-772.483,177.987,415.037,52.9475,1040,4574.42
498,5.30776,5.30776,317.525,9.04582,18.8094,-772.482,177.987,415.038,52.9473,1040,4574.42
499,5.30776,5.3078,35.428,7.91678,5.37403,-772.482,177.987,415.038,52.9473,1040,4574.42
500,5.30776,5.30776,70.2188,8.18575,6.48025,-772.482,177.987,415.038,52.9473,1040,4574.42
501,5.30776,5.30782,272.786,9.03091,16.5949,-772.482,177.987,415.038,52.9473,1040,4574.42
502,5.30776,5.30779,325.104,9.02343,19.1886,-772.482,177.987,415.038,52.9473,1040,4574.42
503,5.30776,5.30785,98.3383,8.49029,8.64048,-772.482,177.987,415.038,52.9473,1040,4574.42
504,5.30776,5.30776,120.975,8.50632,8.84371,-772.482,177.987,415.038,52.9473,1040,4574.42
505,5.30776,5.30781,94.2418,8.3999,7.77007,-772.482,177.987,415.038,52.9473,1040,4574.42
506,5.30776,5.3078,57.1544,7.73518,6.31486,-772.482,177.987,415.038,52.9473,1040,4574.42
507,5.30776,5.30782,322.549,9.1797,19.0844,-772.482,177.987,415.038,52.9473,1040,4574.42
508,5.30776,5.30777,60.3983,8.04824,6.99415,-772.482,177.987,415.038,52.9473,1040,4574.42
509,5.30776,5.30776,80.9918,8.65125,7.78275,-772.482,177.987,415.038,52.9473,1040,4574.42
510,5.30776,5.30779,85.2333,8.17608,6.93598,-772.482,177.987,415.038,52.9473,1040,4574.42
511,5.30776,5.30777,202.332,9.15922,14.4884,-772.482,177.987,415.038,52.9473,1040,4574.42
512,5.30776,5.30777,72.2224,7.83503,6.04661,-772.482,177.987,415.038,52.9473,1040,4574.42
513,5.30776,5.30776,100.305,8.17608,8.86664,-772.482,177.987,415.038,52.9473,1040,4574.42
514,5.30776,5.30776,65.5661,7.90638,6.83282,-772.482,177.987,415.038,52.9473,1040,4574.42
